Mod:Item:MetaData, Localized Name
lordcraft:staff_crafterb, 法杖组装台
lordcraft:rune_crafterb, 符文石制作台
lordcraft:lord_soilb, 主神土
lordcraft:lord_grassb, 主神草方块
lordcraft:lord_farmb, 主神耕地
lordcraft:lord_stoneb, 主神石
lordcraft:lord_stonebrickb, 主神石砖
lordcraft:lord_stonebrick_carvedb, 錾制主神石砖
lordcraft:lord_stonebrick_crackedb, 裂纹主神石砖
lordcraft:lord_stonebrick_squaresb, 方形主神石砖
lordcraft:crystal_stoneb, 结晶石
lordcraft:crystal_stonebrickb, 结晶石砖
lordcraft:crystal_stonebrick_carvedb, 錾制结晶石
lordcraft:crystal_stonebrick_crackedb, 裂纹结晶石
lordcraft:crystal_stonebrick_squaresb, 方形结晶石
lordcraft:translocatorb, 转位矩阵
lordcraft:translocator_pb, 实体转位矩阵
lordcraft:transporterb, 飞升矩阵
lordcraft:lord_stone_stairsb, 主神石楼梯
lordcraft:lord_brick_stairsb, 主神石砖楼梯
lordcraft:lord_brick_cracked_stairsb, 裂纹主神石砖楼梯
lordcraft:lord_brick_carved_stairsb, 錾制主神石砖楼梯
lordcraft:lord_brick_squared_stairsb, 方形主神石砖楼梯
lordcraft:crystal_stone_stairsb, 结晶石楼梯
lordcraft:crystal_brick_stairsb, 结晶石砖楼梯
lordcraft:crystal_brick_cracked_stairsb, 裂纹结晶石楼梯
lordcraft:crystal_brick_carved_stairsb, 錾制结晶石楼梯
lordcraft:crystal_brick_squared_stairsb, 方形结晶石楼梯
lordcraft:lord_summon_waterb, 主神召唤矩阵
lordcraft:lord_summon_earthb, 主神召唤矩阵
lordcraft:lord_summon_fireb, 主神召唤矩阵
lordcraft:lord_summon_airb, 主神召唤矩阵
lordcraft:lord_summon_lightb, 主神召唤矩阵
lordcraft:lord_summon_darkb, 主神召唤矩阵
lordcraft:void_altarb, 虚空祭坛
lordcraft:void_attach_iob, 祭坛IO矩阵
lordcraft:void_attach_bookb, 祭坛书座
lordcraft:void_attach_crystalb, 祭坛水晶座
lordcraft:void_attach_templateb, 祭坛模板支架
lordcraft:voidforgeb, 虚空祭坛
lordcraft:bricknobreakb, 石砖(不可破坏)
lordcraft:voidtableb, 虚空工作台
lordcraft:anchor_ignisb, 主神锚(火)
custom_additions:fluxed_electrum_tool_rod, 红石琥珀金工具杆
custom_additions:refined_obsidian_plate, 黑曜石板
custom_additions:enderium_plate, 末影板
custom_additions:energetic_silver_plate, 充能银板
custom_additions:dark_steel_plate, 玄钢板
custom_additions:pulsating_iron_plate, 脉冲铁板
custom_additions:electric_steel_plate, 磁钢版
custom_additions:vibrant_alloy_plate, 脉冲合金板
custom_additions:iron_alloy_plate, 铁合金板
custom_additions:energetic_alloy_plate, 充能合金板
custom_additions:soularium_plate, 魂金板
custom_additions:conductive_iron_plate, 导电铁板
custom_additions:end_steel_plate, 末影钢板
custom_additions:crude_steel_plate, 粗钢板
custom_additions:vivid_alloy_plate, 生动合金板
custom_additions:crystalline_pink_slime_plate, 晶化史莱姆板
custom_additions:melodic_alloy_plate, 旋律合金板
custom_additions:crystalline_alloy_plate, 晶化合金板
custom_additions:stellar_alloy_plate, 核心合金板
custom_additions:ardite_plate, 阿迪特板
custom_additions:cobalt_plate, 钴板
custom_additions:manyullyn_plate, 马玉玲板
custom_additions:graphite_plate, 石墨板
custom_additions:yellorium_plate, 黄铀板
custom_additions:dark_matter_plate, 玄钢板
custom_additions:red_matter_plate, 红物质板
custom_additions:evil_plate, 恶魔灌注铁锭板
custom_additions:demon_plate, 恶魔金属板
custom_additions:enchanted_plate, 附魔金属板
custom_additions:elemental_plate, 元素板
custom_additions:primal_plate, 始祖板
custom_additions:argent_plate, Argent板
custom_additions:dimensional_plating, 空间水晶版
custom_additions:grind_ball_mold, 金属冲压磨具:磨珠
custom_additions:obsidomonic_tube, 强化黑曜石电子管
custom_additions:vibranomonic_tube, 脉冲合金板
custom_additions:redstomonic_tube, 红石水晶电子管
custom_additions:electrothermonic_tube, 高热电子管
custom_additions:endothermionic_tube, 内加热电子管
custom_additions:alchemicomonic_tube, 炼金黄铜电子管
custom_additions:compressed_mobius_carbon, 富集莫比乌斯
custom_additions:compressed_alchemical_carbon, 富集炼金煤炭
custom_additions:compressed_aeternalis_carbon, 富集永恒燃料
custom_additions:elite_processor, 精英处理器
custom_additions:ultimate_processor, 终极处理器
custom_additions:omega_processor, Omage处理器
custom_additions:thaumic_processor, 神秘处理器
custom_additions:raw_elite_processor, 未加工的精英处理器
custom_additions:raw_ultimate_processor, 未加工的红石水晶处理器
custom_additions:raw_omega_processor, 未加工的Omega处理器
custom_additions:thaumic_processing_unit, 未加工的神秘处理器
custom_additions:dark_matter_core, 玄钢核心
custom_additions:red_matter_core, 红物质核心
custom_additions:yellorium_rod, 黄铀燃料棒
custom_additions:dual_yellorium_rod, 双联黄铀燃料棒
custom_additions:yellorium_quad_rod, 四联黄铀燃料棒
custom_additions:combined_dimensiona_fibers, 粗制空间水晶板
custom_additions:dimensional_fiber, 粗制空间水晶网
custom_additions:dimensional_plate, 空间水晶板
custom_additions:dimensional_clump, 空间水晶碎块
custom_additions:dimensional_shard, 空间碎片
custom_additions:dimensional_crystal, 空间水晶晶体
custom_additions:dimensional_dust, 空间水晶尘
custom_additions:dimensional_dirty_dust, 浑浊的空间水晶粉
custom_additions:dimensional_goo, 空间水晶苔藓球
custom_additions:activated_dimensional_goo, 有活力的空间水晶苔藓球
custom_additions:vibrance_alloy, 脉冲合金
custom_additions:argent_alloy, 氩合金
custom_additions:omega_circuit, Omega电路板
custom_additions:argent_curcit, Argent Curcit
custom_additions:gold_plated_band, 镀金要带
custom_additions:redstone_infused_gold_ring, 红石琥珀金指环
custom_additions:argent_infused_demonic_metal, 灌注了Argent的恶魔铁锭
custom_additions:demonic_metal_dust, 恶魔金属粉
custom_additions:argent_infused_demonic_metal_dust, 灌注了Argent的恶魔铁粉
custom_additions:blue_paper, 蓝图纸
custom_additions:ashwood_log, 灰烬木
custom_additions:ashwood_plank, 灰烬木板
custom_additions:ashwood_stick, 灰烬木棍
custom_additions:ashwood_sheet, 灰烬木板材
custom_additions:ashwood_board, 灰烬木板
custom_additions:ashwood_hatchet, 灰烬木斧头
custom_additions:ashwood_sapling, 灰烬木树苗
custom_additions:ashwood_leaves, 灰烬树叶
mapgadgets:trade_editor, 村民交易编辑器
mapgadgets:item_editor, 物品编辑器
mapgadgets:entity_editor, 实体编辑器
mapgadgets:potion_maker, 药水制作器
mapgadgets:spawn_egg_maker, 刷怪蛋创造器
mapgadgets:spawner_editor, 刷怪笼编辑器
mapgadgets:tiny_spawner_maker, 微型刷怪笼创建器
mapgadgets:nbt_checker, NBT 检查器
mapgadgets:fight_starter, 战斗发令器
mapgadgets:stacker, 实体堆叠器
testdummy:dummy, 试验假人
omegacraft:ingot_copper, 铜锭
omegacraft:ingot_tin, 再生锡锭
omegacraft:ingot_lead, 铅锭
omegacraft:ingot_silver, 银锭
omegacraft:ingot_aluminium, 铝锭
omegacraft:ingot_bronze, 青铜锭
omegacraft:ingot_steel, 钢锭
omegacraft:ingot_magmite, 磁铁锭
omegacraft:ingot_cave_magmite, 磁化合金锭
omegacraft:ingot_magmite_iron, 磁铁合金锭
omegacraft:ingot_magmite_gold, 金磁合金锭
omegacraft:ingot_magmite_copper, 铜磁合金锭
omegacraft:ingot_magmite_tin, 磁化亚锡锭
omegacraft:dust_iron, 铁粉
omegacraft:dust_gold, 金粉
omegacraft:dust_copper, 铜粉
omegacraft:dust_tin, 锡粉
omegacraft:dust_lead, 铅粉
omegacraft:dust_silver, 银粉
omegacraft:dust_aluminium, 铝粉
omegacraft:dust_bronze, 青铜粉
omegacraft:dust_steel, 钢粉
omegacraft:dust_magmite, 磁铁粉
omegacraft:dust_cave_magmite, 磁性合金粉
omegacraft:dust_iron_dirty, 浑浊的铁粉
omegacraft:dust_gold_dirty, 浑浊的金粉
omegacraft:dust_copper_dirty, 浑浊的铜粉
omegacraft:dust_tin_dirty, 浑浊的锡粉
omegacraft:dust_lead_dirty, 浑浊的铅粉
omegacraft:dust_silver_dirty, 浑浊的银粉
omegacraft:dust_aluminium_dirty, 浑浊的铝粉
omegacraft:dust_magmite_dirty, 浑浊的磁铁粉
omegacraft:dust_cave_magmite_dirty, 浑浊的磁性合金粉
omegacraft:plate_iron, 铁板
omegacraft:plate_gold, 金板
omegacraft:plate_copper, 铜板
omegacraft:plate_tin, 锡板
omegacraft:plate_lead, 铅板
omegacraft:plate_silver, 银板
omegacraft:plate_aluminium, 铝板
omegacraft:plate_bronze, 青铜板
omegacraft:plate_steel, 钢板
omegacraft:plate_magmite, 磁铁板
omegacraft:plate_cave_magmite, 磁化合金板
omegacraft:cave_wrench, Cave扳手
omegacraft:wire_copper, 铜线
omegacraft:split_ring_commutator, 换向器
omegacraft:lodestone, 洛德石
omegacraft:magnet, 物品磁铁
omegacraft:battery_basic, 基础电容
omegacraft:battery_advanced, 高级电容
omegacraft:battery_ultimate, 终极电容
omegacraft:motor, 电动马达
omegacraft:module_furnace, 熔炉模块
omegacraft:module_crusher, 粉碎模块
omegacraft:module_plate, 压板模块
omegacraft:module_alloy, 合金模块
omegacraft:module_compactor, 压缩模块
omegacraft:module_combiner, 组合模块
omegacraft:module_hydro, 清洗模块
omegacraft:module_darkfab, 暗黑制作模块
omegacraft:upgrade_blank, 空白机器升级板
omegacraft:upgrade_machine, 空白机器改造板
omegacraft:upgrade_speed, 速度升级
omegacraft:upgrade_energy, 机器升级-能源绝缘
omegacraft:upgrade_sieve, 机器升级-内部共鸣
omegacraft:upgrade_max_second, 机器改造-清空改造
omegacraft:upgrade_furnace_i, 机器改造-改良烤箱
omegacraft:upgrade_furnace_ii, 机器改造-改良熔炼
omegacraft:upgrade_crusher_i, 机器改造-高精粉碎
omegacraft:upgrade_crusher_ii, 机器改造-副产增量
omegacraft:upgrade_alloy_i, 机器改造-金属冶炼
omegacraft:upgrade_washer_i, 机器改造-矿物洗涤
omegacraft:upgrade_compactor_i, 机器改造-超重压缩
omegacraft:upgrade_compactor_ii, 机器改造-超重压板
omegacraft:dual_upgrade, 双槽升级
omegacraft:tri_upgrade, 三槽升级
omegacraft:dark_matter, 暗黑物质
omegacraft:dark_crystal, 暗物质水晶
omegacraft:force_module, 能量力场模块
omegacraft:cube_module, 立方体投射焦点
omegacraft:expansion_module, 拓展模块
omegacraft:displacement_module, 位移模块
omegacraft:damage_module, 带电能量力场
omegacraft:mining_module, 分解模块
omegacraft:collection_module, 收集模块
omegacraft:filled_module, 填充模块
omegacraft:rod_fuel, 空的燃料棒
omegacraft:rod_mag, 磁铁燃料棒
omegacraft:rod_cave, 磁化合金燃料棒
omegacraft:guide, 指导书
omegacraft:ore_copperb, 铜矿
omegacraft:ore_tinb, 锡矿
omegacraft:ore_leadb, 铅矿
omegacraft:ore_silverb, 银矿
omegacraft:ore_aluminiumb, 铝矿
omegacraft:ore_magmiteb, 磁铁矿
omegacraft:block_copperb, 铜块
omegacraft:block_tinb, 锡块
omegacraft:block_leadb, 铅块
omegacraft:block_silverb, 银块
omegacraft:block_aluminiumb, 铝块
omegacraft:block_bronzeb, 青铜块
omegacraft:block_steelb, 钢块
omegacraft:block_magmiteb, 磁铁块
omegacraft:machine_iob, 基础IO控制器
omegacraft:machine_io_advb, 高级IO控制器
omegacraft:machine_io_ultb, 终极IO控制器
omegacraft:machine_io_darkb, 暗黑IO控制器
omegacraft:machine_workbenchb, 机器组装台
omegacraft:gen_coalb, 燃烧发电机
omegacraft:gen_catalystb, 催化发电机
omegacraft:gen_foodb, 食物发电机
omegacraft:gen_lavab, 熔岩发电机
omegacraft:solarb, 太阳能板
omegacraft:lunarb, 夜光能板
omegacraft:glowb, 萤光能板
omegacraft:rainb, 落雨能板
omegacraft:darkb, 暗黑能板
omegacraft:solar_quadb, 紧凑太阳能板
omegacraft:lunar_quadb, 紧凑夜光能板
omegacraft:glow_quadb, 紧凑荧光能板
omegacraft:rain_quadb, 紧凑落雨能板
omegacraft:dark_quadb, 紧凑暗黑能板
omegacraft:solar_advb, 高级太阳能板
omegacraft:lunar_advb, 高级夜光能板
omegacraft:glow_advb, 高级荧光能板
omegacraft:rain_advb, 高级落雨能板
omegacraft:solar_quad_advb, 高级紧凑太阳能板
omegacraft:lunar_quad_advb, 高级紧凑夜光能板
omegacraft:glow_quad_advb, 高级紧凑荧光能板
omegacraft:rain_quad_advb, 高级紧凑落雨能板
omegacraft:esd_basicb, 基础ESD
omegacraft:esd_advancedb, 高级ESD
omegacraft:esd_ultimateb, 终极ESD
omegacraft:electric_furnaceb, 电力熔炉
omegacraft:electric_furnace_advb, 高级电力熔炉
omegacraft:electric_furnace_ultb, 终极电力熔炉
omegacraft:electric_furnace_darkb, 暗黑电力熔炉
omegacraft:electric_crusherb, 电力粉碎机
omegacraft:electric_crusher_advb, 高级电力粉碎机
omegacraft:electric_crusher_ultb, 终极电力粉碎机
omegacraft:electric_crusher_darkb, 暗黑电力粉碎机
omegacraft:electric_plateb, 电力压板机
omegacraft:electric_plate_advb, 高级电力压板机
omegacraft:electric_plate_ultb, 终极电力压板机
omegacraft:electric_plate_darkb, 暗黑电力压板机
omegacraft:electric_alloyb, 电力合金炉
omegacraft:electric_alloy_advb, 高级电力合金炉
omegacraft:electric_alloy_ultb, 终极电力合金炉
omegacraft:electric_alloy_darkb, 暗黑电力合金炉
omegacraft:electric_compactorb, 电力压缩机
omegacraft:electric_compactor_advb, 高级电力压缩机
omegacraft:electric_compactor_ultb, 终极电力压缩机
omegacraft:electric_compactor_darkb, 暗黑电力压缩机
omegacraft:electric_combinerb, 电力组合机
omegacraft:electric_combiner_advb, 高级电力组合机
omegacraft:electric_combiner_ultb, 终极电力组合机
omegacraft:electric_combiner_darkb, 暗黑电路组合机
omegacraft:electric_hydrob, 电力清洗机
omegacraft:electric_hydro_advb, 高级电力清洗机
omegacraft:electric_hydro_ultb, 终极电力清洗机
omegacraft:electric_hydro_darkb, 暗黑电力清洗机
omegacraft:darkfabb, 暗物质制作机
omegacraft:energy_pusherb, 能量发射器
omegacraft:energy_connectb, 能量连接器
omegacraft:energy_receptorb, 能量接收器
omegacraft:long_pusherb, 长距离发射器
omegacraft:long_connectb, 长距离连接器
omegacraft:long_receptorb, 长距离接收器
omegacraft:item_pusherb, 物品发射器
omegacraft:item_connectb, 物品连接器
omegacraft:item_receptorb, 物品接收器
omegacraft:converterb, 电磁波转换器
omegacraft:projectorb, 能量投影仪
omegacraft:forceb, 能量力场
omegacraft:powered_soilb, 能量农田
omegacraft:gen_magmiteb, 磁能反应堆
omegacraft:fluid_tankb, 流体储罐
omegacraft:fluid_pusherb, 流体发射器
omegacraft:fluid_connectb, 流体连接器
omegacraft:fluid_receptorb, 流体接收器
omegacraft:water_tankb, 无限水储罐
naturalabsorption:book_absorption, Book of Absorption
requious:red_emitter_basic, tile.red_emitter_basic.name
requious:red_emitter_advanced, tile.red_emitter_advanced.name
requious:liquid_emitter, tile.liquid_emitter.name
requious:gas_emitter, tile.gas_emitter.name
requious:item_gate, tile.item_gate.name
requious:laser, tile.laser.name
requious:assembler, tile.assembler.name
requious:drying, 晾干台
requious:living_factory, 心-工厂
requious:material_factory, 材料工厂
requious:advanced_efab_terminal, 高级EFab合成终端
requious:laser_table, tile.laser_table.name
requious:kettle, tile.kettle.name
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:cell:0, 细胞
requious:battery_copper:0, item.battery_copper.name
requious:battery_copper:0, item.battery_copper.name
requious:battery_iron:0, item.battery_iron.name
requious:battery_iron:0, item.battery_iron.name
requious:energy_gem:0, item.energy_gem.name
requious:energy_gem:0, item.energy_gem.name
requious:lapotron:0, item.lapotron.name
requious:lapotron:0, item.lapotron.name
requious:lapotron_orb:0, item.lapotron_orb.name
requious:lapotron_orb:0, item.lapotron_orb.name
requious:quantron:0, item.quantron.name
requious:quantron:0, item.quantron.name
requious:positron_unit:0, item.positron_unit.name
requious:positron_unit:0, item.positron_unit.name
requious:tuning_fork, 毁灭音叉
requious:shape, item.shape.name
simplesmelteryaccelerator:smeltery_accelerator, 冶炼炉加速器
tmemes:electric_upgrade:0, Electromechanical Actuator
tmemes:electric_upgrade:1, Flux Field Phaser
yoyos:yoyo_axle:0, 木 轮轴
yoyos:yoyo_axle:0, 圆石 轮轴
yoyos:yoyo_axle:0, 燧石 轮轴
yoyos:yoyo_axle:0, 仙人掌 轮轴
yoyos:yoyo_axle:0, 骨头 轮轴
yoyos:yoyo_axle:0, 黑曜石 轮轴
yoyos:yoyo_axle:0, 海晶石 轮轴
yoyos:yoyo_axle:0, 末地石 轮轴
yoyos:yoyo_axle:0, 纸 轮轴
yoyos:yoyo_axle:0, 海绵 轮轴
yoyos:yoyo_axle:0, 烈焰木 轮轴
yoyos:yoyo_axle:0, 铁 轮轴
yoyos:yoyo_axle:0, 生铁 轮轴
yoyos:yoyo_axle:0, 骑士史莱姆 轮轴
yoyos:yoyo_axle:0, 史莱姆 轮轴
yoyos:yoyo_axle:0, 史莱姆 轮轴
yoyos:yoyo_axle:0, 熔岩史莱姆 轮轴
yoyos:yoyo_axle:0, 地狱岩 轮轴
yoyos:yoyo_axle:0, 钴 轮轴
yoyos:yoyo_axle:0, 阿迪特 轮轴
yoyos:yoyo_axle:0, 玛玉灵 轮轴
yoyos:yoyo_axle:0, 铜 轮轴
yoyos:yoyo_axle:0, 青铜 轮轴
yoyos:yoyo_axle:0, 铅 轮轴
yoyos:yoyo_axle:0, 银 轮轴
yoyos:yoyo_axle:0, 琥珀金 轮轴
yoyos:yoyo_axle:0, 钢 轮轴
yoyos:yoyo_axle:0, 烈焰棒 轮轴
yoyos:yoyo_axle:0, 冰 轮轴
yoyos:yoyo_axle:0, 魔力钢 轮轴
yoyos:yoyo_axle:0, 泰拉钢 轮轴
yoyos:yoyo_axle:0, 源质钢 轮轴
yoyos:yoyo_axle:0, 蓝丝黛尔 轮轴
yoyos:yoyo_axle:0, 云母 轮轴
yoyos:yoyo_axle:0, 橡胶 轮轴
yoyos:yoyo_axle:0, 铱 轮轴
yoyos:yoyo_axle:0, 锇 轮轴
yoyos:yoyo_axle:0, 琥珀 轮轴
yoyos:yoyo_axle:0, 锡 轮轴
yoyos:yoyo_axle:0, 镍 轮轴
yoyos:yoyo_axle:0, 铂 轮轴
yoyos:yoyo_axle:0, 殷钢 轮轴
yoyos:yoyo_axle:0, 康铜 轮轴
yoyos:yoyo_axle:0, 信素 轮轴
yoyos:yoyo_axle:0, 流明 轮轴
yoyos:yoyo_axle:0, 末影 轮轴
yoyos:yoyo_axle:0, 秘银 轮轴
yoyos:yoyo_axle:0, 黄铜 轮轴
yoyos:yoyo_axle:0, 锌 轮轴
yoyos:yoyo_axle:0, 源质钢 轮轴
yoyos:yoyo_axle:0, 盖亚魂 轮轴
yoyos:yoyo_axle:0, 蓝钚 轮轴
yoyos:yoyo_axle:0, 纯镥 轮轴
yoyos:yoyo_axle:0, Psi金属 轮轴
yoyos:yoyo_axle:0, Psi宝石 轮轴
yoyos:yoyo_axle:0, 乌黑色Psi金属 轮轴
yoyos:yoyo_axle:0, 乳白色Psi金属 轮轴
yoyos:yoyo_axle:0, 红石琥珀金 轮轴
yoyos:yoyo_axle:0, 精铁 轮轴
yoyos:yoyo_axle:0, 钨 轮轴
yoyos:yoyo_axle:0, 钛 轮轴
yoyos:yoyo_axle:0, 铬 轮轴
yoyos:yoyo_axle:0, 高级合金 轮轴
yoyos:yoyo_axle:0, 红宝石 轮轴
yoyos:yoyo_axle:0, 蓝宝石 轮轴
yoyos:yoyo_axle:0, 橄榄石 轮轴
yoyos:yoyo_axle:0, 黄石榴石 轮轴
yoyos:yoyo_axle:0, 红石榴石 轮轴
yoyos:yoyo_body:0, 木 外壳
yoyos:yoyo_body:0, 圆石 外壳
yoyos:yoyo_body:0, 燧石 外壳
yoyos:yoyo_body:0, 仙人掌 外壳
yoyos:yoyo_body:0, 骨头 外壳
yoyos:yoyo_body:0, 黑曜石 外壳
yoyos:yoyo_body:0, 海晶石 外壳
yoyos:yoyo_body:0, 末地石 外壳
yoyos:yoyo_body:0, 纸 外壳
yoyos:yoyo_body:0, 海绵 外壳
yoyos:yoyo_body:0, 烈焰木 外壳
yoyos:yoyo_body:0, 铁 外壳
yoyos:yoyo_body:0, 生铁 外壳
yoyos:yoyo_body:0, 骑士史莱姆 外壳
yoyos:yoyo_body:0, 史莱姆 外壳
yoyos:yoyo_body:0, 史莱姆 外壳
yoyos:yoyo_body:0, 熔岩史莱姆 外壳
yoyos:yoyo_body:0, 地狱岩 外壳
yoyos:yoyo_body:0, 钴 外壳
yoyos:yoyo_body:0, 阿迪特 外壳
yoyos:yoyo_body:0, 玛玉灵 外壳
yoyos:yoyo_body:0, 铜 外壳
yoyos:yoyo_body:0, 青铜 外壳
yoyos:yoyo_body:0, 铅 外壳
yoyos:yoyo_body:0, 银 外壳
yoyos:yoyo_body:0, 琥珀金 外壳
yoyos:yoyo_body:0, 钢 外壳
yoyos:yoyo_body:0, 冰 外壳
yoyos:yoyo_body:0, 魔力钢 外壳
yoyos:yoyo_body:0, 泰拉钢 外壳
yoyos:yoyo_body:0, 源质钢 外壳
yoyos:yoyo_body:0, 蓝丝黛尔 外壳
yoyos:yoyo_body:0, 云母 外壳
yoyos:yoyo_body:0, 橡胶 外壳
yoyos:yoyo_body:0, 铱 外壳
yoyos:yoyo_body:0, 锇 外壳
yoyos:yoyo_body:0, 琥珀 外壳
yoyos:yoyo_body:0, 锡 外壳
yoyos:yoyo_body:0, 镍 外壳
yoyos:yoyo_body:0, 铂 外壳
yoyos:yoyo_body:0, 殷钢 外壳
yoyos:yoyo_body:0, 康铜 外壳
yoyos:yoyo_body:0, 信素 外壳
yoyos:yoyo_body:0, 流明 外壳
yoyos:yoyo_body:0, 末影 外壳
yoyos:yoyo_body:0, 秘银 外壳
yoyos:yoyo_body:0, 黄铜 外壳
yoyos:yoyo_body:0, 锌 外壳
yoyos:yoyo_body:0, 源质钢 外壳
yoyos:yoyo_body:0, 盖亚魂 外壳
